20	CoT_noOCR	3	65
21		1	2.0285
21		2	3
21		3	0
21	357	1	5.0
21	357	2	5.0
21	357	3	5.0
21	7_7	1	5.0
21	7_7	2	5.22
21	7_7	3	4.440158403262126
21	CoT_noOCR	1	5
21	CoT_noOCR	2	5.0
21	CoT_noOCR	3	5.0
22		1	1.4112
22		3	nan
22	357	1	0
22	357	3	0.7056
22	7_7	2	0
22	CoT_noOCR	3	0.109
23		1	1045270009.02877
23		2	1045270006.46747
23		3	1,045,270,006.46747
23	357	2	10
23	357	3	10^100
23	7_7	1	103,627,063,610.698
23	7_7	2	10^100
23	7_7	3	10,405,071,322.698
23	CoT_noOCR	1	103,627,063,612.467
23	CoT_noOCR	2	1.036*10^11
23	CoT_noOCR	3	1045270006.47
24	357	1	5.0
24	357	2	5
24	357	3	5
24	7_7	1	5.0
24	7_7	2	0
24	7_7	3	5
24	CoT_noOCR	1	0
24	CoT_noOCR	2	0
24	CoT_noOCR	3	0
25	357	2	1.5708
25	357	3	3.14159
25	5_5	1	1.5708
25	5_5	2	1.0
25	CoT_noOCR	3	1.4112
26	357	1	60.0
26	357	3	60.0
26	5_5	1	60
26	5_5	2	60
26	5_5	3	60.0
26	7_7	1	60.0
26	7_7	2	60.0
26	7_7	3	60
26	CoT_noOCR	1	60
26	CoT_noOCR	2	60
26	CoT_noOCR	3	60
27		2	2
27		3	0.654
27	357	2	5
27	357	3	5.0
27	5_5	1	5.0
27	5_5	2	5.0
27	5_5	3	5.0
27	7_7	1	5.0
27	7_7	2	5
27	7_7	3	5
27	CoT_noOCR	1	0.654
27	CoT_noOCR	2	5.0
27	CoT_noOCR	3	5.0
28		1	10,405,071,407
28		2	10,405,071,407
28		3	10,405,071,407
28	357	1	10,405,071,407
28	357	2	10,405,071,407
28	357	3	10405071407
28	7_7	1	10405071407
28	7_7	2	10405071407
28	7_7	3	10405071407
28	CoT_noOCR	1	10,405,071,407
28	CoT_noOCR	2	10,405,071,407
28	CoT_noOCR	3	10405071407
29	357	1	5.0
29	357	2	1
29	5_5	1	50
29	7_7	1	5.0
29	7_7	2	0
29	CoT_noOCR	1	0
29	CoT_noOCR	2	5
29	CoT_noOCR	3	1
2		1	45
2		2	45
2		3	615
2	357	1	-1891
2	357	3	615
2	6_6	1	45
2	6_6	2	45
2	6_6	3	45
2	7_7	3	45
2	CoT	1	615
2	CoT	3	-615
2	CoT_noOCR	1	615
2	CoT_noOCR	2	615
2	CoT_noOCR	3	-615
30	357	1	386.88
30	357	2	386.0
30	5_5	3	386.88
30	7_7	1	386.88
30	7_7	2	386.88
30	7_7	3	386.0
30	CoT_noOCR	1	386.88
30	CoT_noOCR	2	386.88
30	CoT_noOCR	3	386
3		1	2
3		2	1100
3		3	1100
3	357	1	-1100
3	357	2	1100
3	357	3	-1100
3	6_6	1	1210
3	6_6	3	1100
3	CoT	1	-1100
3	CoT_noOCR	1	-1100
3	CoT_noOCR	2	-1100
3	CoT_noOCR	3	-1100
4		1	0.999998
4		2	1
4		3	0.999998
4	357	1	1.0000
4	357	2	1
4	357	3	1
4	6_6	1	1
4	6_6	2	1
4	6_6	3	0.9982
4	7_7	2	1
4	CoT	2	1
4	CoT	3	0.999998
4	CoT_noOCR	1	1
4	CoT_noOCR	3	1.0000
5		1	10
5		2	2.929
5	CoT	1	2.929
5	CoT	2	2.929
5	CoT	3	2.929
5	CoT_noOCR	1	2.929
5	CoT_noOCR	2	2.929
5	CoT_noOCR	3	10
6		1	39,875,102,470
6		2	39,875,102,470
6		3	39,875,102,470
6	357	1	967.71
6	357	2	33,670
6	357	3	3,511,270
6	6_6	1	10.1176
6	6_6	2	33670.0
6	6_6	3	6
6	CoT	1	39875102470
6	CoT	2	39875102470
6	CoT	3	39,875,102,550
6	CoT_noOCR	1	39,875,102,550
6	CoT_noOCR	2	39875102470
6	CoT_noOCR	3	39875102470
7		2	27255
7		3	3495
7	357	1	-10.7778
7	357	2	10.778
7	357	3	-10.7778
7	6_6	1	-10.7778
7	6_6	2	-10.7778
7	6_6	3	-10.7778
7	CoT	1	-3495
7	CoT	2	-10.78
7	CoT	3	-10.78
7	CoT_noOCR	1	-10.778
7	CoT_noOCR	2	-3495
7	CoT_noOCR	3	-3495
8		1	2
8		3	2
8	6_6	1	-10.7778
8	6_6	2	-2.0499
8	6_6	3	-0.5113
8	CoT	1	10
8	CoT	3	2
8	CoT_noOCR	1	4.029
8	CoT_noOCR	2	0
8	CoT_noOCR	3	0.0359
9		1	0
9		2	0
9	357	3	0
9	6_6	1	0
9	6_6	3	0
9	CoT	1	0
9	CoT	2	0
9	CoT_noOCR	1	0
9	CoT_noOCR	2	0
9	CoT_noOCR	3	0
